ELECAUDITFINDINGSID,ELECAUDITSID,AUDITYEAR,DBKEY,REPORTID,VERSION,QCOSTS,OTHERFINDINGS,SIGNIFICANTDEFICIENCY,MATERIALWEAKNESS,OTHERNONCOMPLIANCE,TYPEREQUIREMENT,FINDINGREFNUMS,MODIFIEDOPINION,REPEATFINDING,PRIORFINDINGREFNUMS
2176428,30220245,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176429,30220247,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176430,30220247,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176431,30220247,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176432,30220258,2018,146632,795807,1,Y,N,Y,N,Y,B,2018-005,N,N,
2176433,30220275,2018,146632,795807,1,Y,N,Y,N,Y,B,2018-005,N,N,
2176434,30220286,2018,146632,795807,1,Y,N,Y,N,Y,B,2018-005,N,N,
2176435,30220321,2018,146632,795807,1,N,N,Y,N,Y,B,2018-004,N,N,
2176436,30220332,2018,146632,795807,1,Y,N,Y,N,Y,B,2018-005,N,N,
2176437,30220332,2018,146632,795807,1,Y,N,N,Y,N,E,2018-027,Y,N,
2176438,30220332,2018,146632,795807,1,N,N,Y,N,Y,E,2018-030,N,Y,2017-039
2176439,30220359,2018,146632,795807,1,Y,N,Y,N,Y,B,2018-005,N,N,
2176440,30220365,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176441,30220365,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176442,30220365,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176443,30220366,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176444,30220366,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176445,30220366,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176446,30220367,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176447,30220367,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176448,30220367,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176449,30220368,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176450,30220368,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176451,30220368,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176452,30220369,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176453,30220369,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176454,30220369,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176455,30220370,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176456,30220370,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176457,30220370,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176458,30220371,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176459,30220371,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176460,30220371,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176461,30220372,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176462,30220372,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176463,30220372,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176464,30220373,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176465,30220373,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176466,30220373,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176467,30220374,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176468,30220374,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176469,30220374,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176470,30220375,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176471,30220375,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176472,30220375,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176473,30220376,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176474,30220376,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176475,30220376,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176476,30220377,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176477,30220377,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176478,30220377,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176479,30220378,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176480,30220378,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176481,30220378,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176482,30220379,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176483,30220379,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176484,30220379,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176485,30220380,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176486,30220380,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176487,30220380,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176488,30220381,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176489,30220381,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176490,30220381,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176491,30220382,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176492,30220382,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176493,30220382,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176494,30220383,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176495,30220383,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176496,30220383,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176497,30220384,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176498,30220384,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176499,30220384,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176500,30220385,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176501,30220385,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176502,30220385,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176503,30220386,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176504,30220386,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176505,30220386,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176506,30220387,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176507,30220387,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176508,30220387,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176509,30220388,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176510,30220388,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176511,30220388,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176512,30220389,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176513,30220389,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176514,30220389,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176515,30220390,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176516,30220390,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176517,30220390,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176518,30220391,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176519,30220391,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176520,30220391,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176521,30220392,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176522,30220392,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176523,30220392,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176524,30220393,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176525,30220393,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176526,30220393,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176527,30220394,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176528,30220394,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176529,30220394,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176530,30220395,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176531,30220395,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176532,30220395,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176533,30220396,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176534,30220396,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176535,30220396,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176536,30220397,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176537,30220397,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176538,30220397,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176539,30220398,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176540,30220398,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176541,30220398,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176542,30220399,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176543,30220399,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176544,30220399,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176545,30220400,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176546,30220400,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176547,30220400,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176548,30220401,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176549,30220401,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176550,30220401,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176551,30220402,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176552,30220402,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176553,30220402,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176554,30220403,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176555,30220403,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176556,30220403,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176557,30220404,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176558,30220404,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176559,30220404,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176560,30220405,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176561,30220405,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176562,30220405,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176563,30220406,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176564,30220406,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176565,30220406,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176566,30220407,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176567,30220407,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176568,30220407,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176569,30220408,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176570,30220408,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176571,30220408,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176572,30220409,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176573,30220409,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176574,30220409,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176575,30220410,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176576,30220410,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176577,30220410,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176578,30220411,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176579,30220411,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176580,30220411,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176581,30220412,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176582,30220412,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176583,30220412,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176584,30220413,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176585,30220413,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176586,30220413,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176587,30220414,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176588,30220414,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176589,30220414,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176590,30220415,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176591,30220415,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176592,30220415,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176593,30220416,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176594,30220416,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176595,30220416,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176596,30220417,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176597,30220417,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176598,30220417,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176599,30220418,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176600,30220418,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176601,30220418,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176602,30220419,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176042,30219905,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176043,30219905,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176044,30219906,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176045,30219906,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176046,30219906,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176047,30219907,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176048,30219907,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176049,30219907,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176050,30219908,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176051,30219908,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176052,30219908,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176053,30219909,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176054,30219909,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176055,30219909,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176056,30219910,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176057,30219910,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176058,30219910,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176059,30219911,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176060,30219911,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176061,30219911,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176062,30219912,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176041,30219905,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176063,30219912,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176064,30219912,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176065,30219913,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176066,30219913,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176067,30219913,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176068,30219914,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176069,30219914,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176070,30219914,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176071,30219915,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176072,30219915,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176073,30219915,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176074,30219916,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176075,30219916,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176076,30219916,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176077,30219917,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176078,30219917,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176079,30219917,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176080,30219918,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176081,30219918,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176082,30219918,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176083,30219919,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176084,30219919,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176603,30220419,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176604,30220419,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176605,30220420,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176606,30220420,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176607,30220420,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176608,30220421,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176609,30220421,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176610,30220421,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176611,30220422,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176612,30220422,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176613,30220422,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176614,30220423,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176615,30220423,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176616,30220423,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176617,30220424,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176618,30220424,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176619,30220424,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176620,30220425,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176621,30220425,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176622,30220425,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176623,30220426,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176624,30220426,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176625,30220426,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176626,30220427,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176627,30220427,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176628,30220427,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176629,30220428,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176630,30220428,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176631,30220428,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176632,30220429,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176633,30220429,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176634,30220429,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176635,30220430,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176636,30220430,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176637,30220430,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176638,30220431,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176639,30220431,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176640,30220431,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176641,30220432,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176642,30220432,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176643,30220432,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176644,30220433,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176645,30220433,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176646,30220433,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176647,30220434,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176648,30220434,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176649,30220434,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176650,30220435,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176651,30220435,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176652,30220435,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176653,30220436,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176654,30220436,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176655,30220436,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176656,30220437,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176657,30220437,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176658,30220437,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176659,30220438,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176660,30220438,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176661,30220438,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176662,30220439,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176663,30220439,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176664,30220439,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176665,30220440,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176666,30220440,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176667,30220440,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176668,30220441,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
2176669,30220441,2018,146632,795807,1,N,N,N,Y,N,N,2018-009,Y,Y,2017-008
2176670,30220441,2018,146632,795807,1,N,N,N,Y,N,F,2018-010,Y,Y,2017-040
2176671,30220442,2018,146632,795807,1,N,N,N,Y,N,L,2018-008,Y,Y,2017-041
